,User,Tweet
164,CitImmCanada,"@Sadiq23454457 1/4 We are processing applications as quickly as possible. If your application is approved, we’ll work with local authorities to resettle you to Canada as quickly as we can, but our ability to do so is also impacted by whether and..."
165,CitImmCanada,@NnNn82221626 4/4 Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL You must meet program requirements to be eligible to come to Canada.
166,CitImmCanada,@NnNn82221626 3/4 Please check our website regularly for updates and more information.
167,CitImmCanada,"@NnNn82221626 2/4 Please know that we continue to process accepted applications as quickly as possible. As updates on the special measures program become available, we will share them on our website at https://t.co/gnCU6gFL5O."
168,CitImmCanada,"@NnNn82221626 1/4 Hi. Sorry to hear this. We know that there are still many Afghans who have not been able to travel to Canada under the special immigration program measures, including some who may have had a relationship with the Government of Canada."
169,CitImmCanada,The IRCC Social Media team will not respond to any questions sent via DM from now - April 4 due to testing our Twitter services. You may receive an automated response if you DM us within this timeframe. Please ignore this &amp; hold your questions until Tuesday at 9 am EST.
170,CitImmCanada,"#ICYMI: Earlier this week in Toronto, Canada welcomed the 10,000th Afghan refugee. As of today, 10,025 refugees have arrived since August 2021 and have resettled across the country. Learn how you and your community can help #WelcomeAfghans: https://t.co/ArdmcxLaGo https://t.co/kbH0BVMnOp"
171,CitImmCanada,@Roia64996785 Unfortunately the social media team can't provide information on specific cases. Sorry we can't be of more help. We can no longer assist you in this question.
172,CitImmCanada,"@Roia64996785 As we mentioned, please continue to wait for an update from IRCC. You followed all the right steps by providing required documents and do not need to do anything for now. We thank you for your patience."
173,CitImmCanada,"@Lyuba_Petrenko Please use our web form, the information we need you to include depends on the reason you’re contacting us https://t.co/V2e3FoeVTz. You can also call us at 1-613-321-4243. Please do not hesitate to reach out again."
174,CitImmCanada,@vkovyrkina 3/3 has been extended until you can visit a biometrics collection site. You don’t need to contact us to get a new letter or to ask for an extension.
175,CitImmCanada,@vkovyrkina 2/3 More here: https://t.co/oLZOHlAHY5 Your biometrics instruction letter will not expire after 30 days. Your deadline to submit your biometrics
176,CitImmCanada,"@vkovyrkina 1/3 Sorry to hear about your situation. Biometrics will be required for all applicants. Our visa application centres (VACs) in Kyiv and Lviv are closed; however, applicants can continue to access 1 of the 33 visa application centres in other parts of Europe."
177,CitImmCanada,"We will continue our work to digitize and modernize how we deliver our programs and services, so Canada remains a destination of choice for people all over the world."
178,CitImmCanada,"We've updated our processing times tool to show more realistic, up-to-date information. As we work to improve processing times, providing more accurate estimates will help our clients better plan their travel and life."
179,CitImmCanada,"We exceeded our citizenship goals for 2021-22, with more than 210,000 new Canadian citizens. We're modernizing the citizenship process through online testing, virtual oath ceremonies, and an online application status tracker."
180,CitImmCanada,"We surpassed our goal to make 147,000 permanent residence final decisions in the first quarter of 2022 — double the amount of final decisions in the same period last year. As a result, Canada has welcomed more than 108,000 new permanent residents so far this year."
181,CitImmCanada,"We are focused on improving client service. Today, we announced the following achievements and updates related to application processing: https://t.co/EPdksbp0Yz  (thread⬇️) https://t.co/0eS4oiK76G"
182,CitImmCanada,Looking for online information to help you adjust to your new life in Canada? #DYK? Some newcomer services are offered online and and can help answer your questions. Learn more: https://t.co/vAYLiOISme https://t.co/nOcd8UJElO
183,CitImmCanada,"@grh_2001 4/4 they will be able to provide you with more information. For information on your applications, please use this web form : https://t.co/Ds4DZiHVLG"
184,CitImmCanada,@grh_2001 3/4 Meeting entry and exit requirements is the responsibility of the individual seeking to enter or remain in Pakistan and Canada is not able to assist Please contact the Canadian Embassy in Islamabad regarding your need for accommodation in Pakistan and
185,CitImmCanada,@grh_2001 2/4 how quickly we get exit permits and the availability of flights to Canada. The Government of Pakistan decides on the entry and exit requirements for their country and determines when and if these requirements are changed.
186,CitImmCanada,"@grh_2001 1/4 We are processing applications as quickly as possible. If your application is approved, we’ll work with local authorities to resettle you to Canada as quickly as we can, but our ability to do so is also impacted by whether and"
187,CitImmCanada,@im__usman @Carol_McQueen 4/4 You must meet program requirements to be eligible to come to Canada.
188,CitImmCanada,@im__usman @Carol_McQueen 3/4 Please check our website regularly for updates and more information. Canada also has other immigration programs.  You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL
189,CitImmCanada,"@im__usman @Carol_McQueen 2/4 Please know that we continue to process accepted applications as quickly as possible. As updates on the special measures program become available, we will share them on our website at https://t.co/gnCU6gFL5O."
190,CitImmCanada,"@im__usman @Carol_McQueen 1/4 We know that there are still many Afghans who have not been able to travel to Canada under the special immigration program measures, including some who may have had a relationship with the Government of Canada."
191,CitImmCanada,"It's the last day of Fraud Prevention Month 2022.  Remember: If it seems too good to be true, it probably is. For more tips on how to recognize, reject and report fraud, visit our website:   
https://t.co/CDBKv1vk09  #FPM2022 https://t.co/NDmZVtaut8"
192,CitImmCanada,Learn more about how to apply for the Canada-Ukraine authorization for emergency travel: https://t.co/LiqR9Mtmjf
193,CitImmCanada,"In early April 2022, @RedCrossCanada will provide arrival services to Ukrainians at the Toronto, Edmonton and Vancouver international airports. This will include interpretation and translation services, as well as information in Ukrainian."
194,CitImmCanada,"Settlement services are available from 550 agencies across Canada and include:
✅language training
✅help with daily life
✅help finding a job
✅community connections
✅signing up kids for school
✅services for women, seniors, youth, LGBTQ2+ individuals"
195,CitImmCanada,We are now offering temporary support to help #WelcomeUkrainians in Canadian communities. Settlement services are available for temporary residents in Canada who qualify under the Canada-Ukraine authorization for emergency travel: https://t.co/pggX4BKmRn https://t.co/ZPeNOOxTYb
196,CitImmCanada,"We continue to work with international and domestic partners to resettle at least 40,000 Afghan nationals as quickly and safely as possible.

Learn how you can help by donating, volunteering, or sponsoring Afghan refugees to come to your community: https://t.co/ArdmcxLaGo"
197,CitImmCanada,"A special thank you to all the Resettlement Assistance Program service providers, provinces, territories, community organizations, Sponsorship Agreement Holders, and private sponsors who provide Afghan nationals with housing, clothing, food and other support."
198,CitImmCanada,"Today, in Toronto, Minister Fraser welcomed the 10,000th Afghan refugee to arrive in Canada since August 2021. We reached this milestone with the support of our dedicated resettlement partners, who work tirelessly to help #WelcomeAfghans : https://t.co/X4kR0uE9rC https://t.co/VWeX2bvWiU"
199,CitImmCanada,"Congratulations to @CanadaSoccerEN and their FIFA 2022 qualification win! #DYK that many of #CANMNT’s superstar players are immigrants, including Coach Herdman? #ImmigrationMatters to sport. Learn more and follow their journey to Qatar: https://t.co/BNCd4IyiBu https://t.co/MinrixoUCQ"
200,CitImmCanada,@Brad_Gagnon 3/3 There are several ways in which you can get involved in Canada: https://t.co/DM4OOm8VT1 Thank you for your help.
201,CitImmCanada,@Brad_Gagnon 2/3 For more information on support to Ukrainians and those affected by the situation in Ukraine: https://t.co/EAlRU8teS5
202,CitImmCanada,"@Brad_Gagnon 1/3 Hi Brad. For instructions on how Ukrainians can apply for the Canada-Ukraine authorization for emergency travel (CUAET), please see here: https://t.co/MuAp8DJXWI Be sure to click on your specific situation to find out next steps and if you qualify."
203,CitImmCanada,@RosewoodChurch Hi. There are several ways in which you can get involved in Canada: https://t.co/DM4OOm8VT1 Thank you for your help.
204,CitImmCanada,@DmytroHromov 2/2 For more information on support to Ukrainians and those affected by the situation in Ukraine: https://t.co/EAlRU8teS5
205,CitImmCanada,"@DmytroHromov 1/2 Hi. For instructions on how to apply for the Canada-Ukraine authorization for emergency travel (CUAET), please see here: https://t.co/MuAp8DJXWI Be sure to click on your specific situation to find out next steps and if you qualify."
206,CitImmCanada,@medvezay 2/2 For more information on support to Ukrainians and those affected by the situation in Ukraine: https://t.co/EAlRU8teS5
207,CitImmCanada,"@medvezay 1/2 Hi Sarah. For instructions on how to apply for the Canada-Ukraine authorization for emergency travel (CUAET), please see here: https://t.co/MuAp8DJXWI Be sure to click on your specific situation to find out next steps and if you qualify."
208,CitImmCanada,@OctavianPetre 2/2 For more information on support to Ukrainians and those affected by the situation in Ukraine: https://t.co/EAlRU8teS5
209,CitImmCanada,"@OctavianPetre 1/2 Hi. For instructions on how to apply for the Canada-Ukraine authorization for emergency travel (CUAET), please see here: https://t.co/MuAp8DJXWI Be sure to click on your specific situation to find out next steps and if you qualify."
210,CitImmCanada,"@NataliiaSino Hi Nataliia. Sorry to hear this. Please use our web form, the information we need you to include depends on the reason you’re contacting us https://t.co/V2e3FnXl21. You can also call us at 1-613-321-4243. Please do not hesitate to reach out again."
211,CitImmCanada,Preparing to move to a new country and settling in a new community can be overwhelming. Newcomer services can help you adjust to your new life in Canada. Find out how: https://t.co/vAYLiOISme https://t.co/zFkmPzCA56
212,CitImmCanada,"@AnujDawar12 Hi. Can you please clarify which portal you are trying to access? Are you still experiencing issues? Please, try clearing your cache &amp; refreshing the page, or try a different browser."
213,CitImmCanada,"@PoomalayeY Hi. Are you still experiencing issues? If so, could you please clarify which portal you are trying to access. Note: please, try clearing your cache &amp; refreshing the page, or try a different browser. Thanks"
214,CitImmCanada,"If it seems too good to be true, it probably is. If you choose to use a paid representative for your immigration application, make sure they are authorized. https://t.co/jTQFq7w6Z0
#FPM2022 https://t.co/c6heERfUF4"
215,CitImmCanada,"@Zhaoeu1 Hi. Please use our web form, the information we need you to include depends on the reason you’re contacting us https://t.co/V2e3FnXl21. You can also call us at 1-613-321-4243. Please do not hesitate to reach out again."
216,CitImmCanada,@SokolenkoNelia 3/3 You don’t need to contact us to get a new letter or to ask for an extension.
217,CitImmCanada,@SokolenkoNelia 2/3 More here: https://t.co/oLZOHlAHY5 Your biometrics instruction letter will not expire after 30 days. Your deadline to submit your biometrics has been extended until you can visit a biometrics collection site.
218,CitImmCanada,"@SokolenkoNelia 1/3 Sorry to hear about your situation. Biometrics will be required for all applicants. Our visa application centres (VACs) in Kyiv and Lviv are closed; however, applicants can continue to access 1 of the 33 visa application centres in other parts of Europe."
219,CitImmCanada,"@skravchenko85 Hi. Please use our web form, the information we need you to include depends on the reason you’re contacting us https://t.co/V2e3FnXl21. You can also call us at 1-613-321-4243. Please do not hesitate to reach out again."
220,CitImmCanada,@KastisKastiss 3/3 Your deadline to submit your biometrics has been extended until you can visit a biometrics collection site. You don’t need to contact us to get a new letter or to ask for an extension.
221,CitImmCanada,@KastisKastiss 2/3 More here: https://t.co/oLZOHlAHY5 Your biometrics instruction letter will not expire after 30 days.
222,CitImmCanada,"@KastisKastiss 1/3 Sorry to hear about your situation. Biometrics will be required for all applicants. Our visa application centres (VACs) in Kyiv and Lviv are closed; however, applicants can continue to access 1 of the 33 visa application centres in other parts of Europe."
223,CitImmCanada,"@ibrahim43002272 Hi. If you were approved under one of our Afghan programs and need further documentation from the Government of Canada to help with your travel, please contact us at 1-613-321-4243 or through the online web form: https://t.co/Ds4DZiHVLG"
224,CitImmCanada,@HajiAhmed55 Hi. Have you already applied through the special measures immigration program for Afghanistan?
225,CitImmCanada,@MohmandAryan Please continue to wait for an update from IRCC. We thank you for your patience. Unfortunately the social media team can't provide information on specific cases. Sorry we can't be of more help. We can no longer assist you in this question.
226,CitImmCanada,"@basnataliia 2/2 please try using a different browser or the Incognito mode in Chrome or a different internet connection, if possible. If still not resolved, please send us screenshots blurring out any personal information. Thanks."
227,CitImmCanada,"@basnataliia 1/2 Hi. Our website is now working. Please clear your cache, refresh the page and try again: https://t.co/MfNtbmrEqp. Using a desktop computer instead of a mobile device can also help. If you are still unable to login/access our online services,..."
228,CitImmCanada,@HeraMission Hi. Only Ukrainian nationals and their family members are eligible for CUAET. More information here on eligibility: https://t.co/MuAp8DJXWI You can use our Come to Canada tool to find out which programs you may be eligible to apply for: https://t.co/uVX4q3Z5Z5
229,CitImmCanada,They are working with @TalentPoolHub in Calgary to deliver larger-scale job fairs across Canada. The work Service Provider Organizations are doing to help #WelcomeAfghans contributes to their successful settlement and provides them with self-confidence and a sense of belonging.
230,CitImmCanada,"For many newcomers, entering the Canadian job market is a crucial first step to their new life. @ACCESEmployment has hosted 7 virtual job fairs to connect Afghan refugees with prospective employers. Many have received follow-up interviews and job offers."
231,CitImmCanada,"#WelcomeAfghans: Canada has now welcomed over 9,560 Afghan refugees, with more arriving every week. We are also working with partners across the country to help Afghan newcomers secure meaningful jobs: https://t.co/txClEoXUvl https://t.co/G7GmZ9a25i"
232,CitImmCanada,@Omidliwal1 2/2 You must meet program requirements to be eligible to come to Canada.
233,CitImmCanada,@Omidliwal1 1/2 Please check our website for information on Afghan-specific programs. Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL
234,CitImmCanada,@Islam01Muslim 3/3 Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL You must meet program requirements to be eligible to come to Canada.
235,CitImmCanada,"@Islam01Muslim 2/3 accepted applications as quickly as possible. As updates on the special measures program become available, we will share them on our website at https://t.co/gnCU6gFL5O. Please check our website regularly for updates and more information."
236,CitImmCanada,"@Islam01Muslim 1/3 We know that there are still many Afghans who have not been able to travel to Canada under the special immigration program measures, including some who may have had a relationship with the Government of Canada. Please know that we continue to process..."
237,CitImmCanada,@HajiAhmed55 2/2 You must meet program requirements to be eligible to come to Canada.
238,CitImmCanada,@HajiAhmed55 1/2 Hi. Please check our website for information on Afghan-specific programs. Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL
239,CitImmCanada,@Saima55540397 3/3 Our website is a good place to start learning about spousal sponsorship: https://t.co/kmDxhWfyKU
240,CitImmCanada,@Saima55540397 2/3 You must meet program requirements to be eligible to come to Canada.
241,CitImmCanada,@Saima55540397 1/3 Hi. Please check our website for information on Afghan-specific programs. Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL
242,CitImmCanada,@Ahmadwali1022 2/2 You must meet program requirements to be eligible to come to Canada.
243,CitImmCanada,@Ahmadwali1022 1/2 Please check our website for information on Afghan-specific programs. Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL
244,CitImmCanada,@Momana68877279 3/3 Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL You must meet program requirements to be eligible to come to Canada.
245,CitImmCanada,"@Momana68877279 2/3 accepted applications as quickly as possible. As updates on the special measures program become available, we will share them on our website at https://t.co/gnCU6gFL5O. Please check our website regularly for updates and more information."
246,CitImmCanada,"@Momana68877279 1/3 We know that there are still many Afghans who have not been able to travel to Canada under the special immigration program measures, including some who may have had a relationship with the Government of Canada. Please know that we continue to process..."
247,CitImmCanada,"Many newcomer services are available online for help finding housing, work, and more. Find what you need to feel at home in Canada. Get started: https://t.co/vAYLiOISme https://t.co/JYyHJYiWem"
248,CitImmCanada,@munadebby 2/2 For more information on support to Ukrainians and those affected by the situation in Ukraine: https://t.co/EAlRU8teS5
249,CitImmCanada,"@munadebby 1/2 Hi. For instructions on how to apply for the Canada-Ukraine authorization for emergency travel (CUAET), please see here: https://t.co/MuAp8DJXWI Be sure to click on your specific situation to find out next steps and if you qualify."
250,CitImmCanada,@arafat_polash Hi. Only Ukrainian nationals and their family members are eligible for CUAET. More information here on eligibility: https://t.co/MuAp8DJXWI  You can use our Come to Canada tool to find out which programs you may be eligible to apply for: https://t.co/uVX4q3Z5Z5
251,CitImmCanada,@MacJordaN Hi. Only Ukrainian nationals and their family members are eligible for CUAET. More information here on eligibility: https://t.co/MuAp8DJXWI You can use our Come to Canada tool to find out which programs you may be eligible to apply for: https://t.co/uVX4q3Z5Z5
252,CitImmCanada,@BelindaJDodson Hi. Only Ukrainian nationals and their family members are eligible for CUAET. More information here on eligibility: https://t.co/MuAp8DJXWI They can use our Come to Canada tool to find out which programs they may be eligible to apply for: https://t.co/uVX4q3Z5Z5
253,CitImmCanada,"RT @SickKidsNews: Three patients with cancer and their families from Ukraine arrived safely in Toronto yesterday. Over the coming days, the…"
254,CitImmCanada,"This can make it harder to get assistance to travel to Canada or any other country in which you plan to resettle.

Find more information, available in Pashto and Dari: https://t.co/dcr2KuteOK"
255,CitImmCanada,"It is important to follow the immigration laws of countries you plan to enter. If you don’t, you could: 
▪️be detained
▪️be unable to leave the country or 
▪️get deported back to Afghanistan"
256,CitImmCanada,"If you plan to leave Afghanistan, you must check and follow the travel requirements of the country you plan to enter or travel through. Along with your passport, you may need to get a visa to legally enter another country. https://t.co/yF2EUQ1P8c"
257,CitImmCanada,@AnastasiiaMira 3/3 You don’t need to contact us to get a new letter or to ask for an extension.
258,CitImmCanada,@AnastasiiaMira 2/3 More here: https://t.co/oLZOHlAHY5 Your biometrics instruction letter will not expire after 30 days. Your deadline to submit your biometrics has been extended until you can visit a biometrics collection site.
259,CitImmCanada,"@AnastasiiaMira 1/3 Hi. Sorry to hear about your situation. Biometrics will be required for all applicants. Our visa application centres (VACs) in Kyiv and Lviv are closed; however, applicants can continue to access 1 of the 33 visa application centres in other parts of Europe."
260,CitImmCanada,@x_sunne 3/3 You don’t need to contact us to get a new letter or to ask for an extension.
261,CitImmCanada,@x_sunne 2/3 More here: https://t.co/oLZOHlAHY5 Your biometrics instruction letter will not expire after 30 days. Your deadline to submit your biometrics has been extended until you can visit a biometrics collection site.
262,CitImmCanada,"@x_sunne 1/3 Hi. Sorry to hear about your situation. Biometrics will be required for all applicants. Our visa application centres (VACs) in Kyiv and Lviv are closed; however, applicants can continue to access 1 of the 33 visa application centres in other parts of Europe."
263,CitImmCanada,"@yuriysychov777 Hi. Sorry to hear that, that sounds stressful. Can you please clarify what you mean by the 3 minutes lifetime limit, and OTP emails? Thanks."
264,CitImmCanada,@Sahargu36367209 2/2 You must meet program requirements to be eligible to come to Canada.
265,CitImmCanada,@Sahargu36367209 1/2 Please check our website for information on Afghan-specific programs. Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL
266,CitImmCanada,@FazelAhmadMohdi 3/3 Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL You must meet program requirements to be eligible to come to Canada.
267,CitImmCanada,"@FazelAhmadMohdi 2/3 accepted applications as quickly as possible. As updates on the special measures program become available, we will share them on our website at https://t.co/gnCU6gFL5O. Please check our website regularly for updates and more information."
268,CitImmCanada,"@FazelAhmadMohdi 1/3 We know that there are still many Afghans who have not been able to travel to Canada under the special immigration program measures, including some who may have had a relationship with the Government of Canada. Please know that we continue to process..."
269,CitImmCanada,Newcomers to Canada might not be familiar with how companies or the government normally do business here. Learn how to spot common scams aimed at newcomers and what to do if you are targeted: https://t.co/tW59vDf8us  #FPM2022 https://t.co/TQNASxjbyY
270,CitImmCanada,"On #WorldWaterDay, we're recognizing the efforts of Dr. Adjid Mohseni, founder of RES'EAU-WaterNET, a research initiative that brings together experts and Indigenous communities to help build customized water-treatment solutions. #ImmigrationMatters: https://t.co/sKxyra83JR https://t.co/bopl06cXyr"
271,CitImmCanada,@Hasib199787557 2/2 Unfortunately the social media team can't provide information on specific cases. Sorry we can't be of more help. We can no longer assist you in this question.
272,CitImmCanada,@Hasib199787557 1/2 Hi. Please continue to wait for an update from IRCC. You followed all the right steps by providing required documents and do not need to do anything for now. We thank you for your patience.
273,CitImmCanada,"@svitozar Hi. We wanted to make sure you're aware of this: https://t.co/EAlRU8teS5 See ""Resources in Ukrainian"" Hope this helps!"
274,CitImmCanada,Are you a French-speaking newcomer to Canada? Newcomer settlement services can help you and your family adjust to life in a Welcoming Francophone Community. Learn more: https://t.co/vAYLiOISme https://t.co/AVmInRwtqu
275,CitImmCanada,"@olga_chyzh Hi Prof Chyzh, we wanted to make sure you are aware of this: https://t.co/zOLjg9YVIm Hope this helps!"
276,CitImmCanada,Our online services were recently unavailable. Be sure to clear your internet browser cache: https://t.co/6CRa8svrxW
277,CitImmCanada,ONLINE SERVICE HELP: Reminder - Online services will be unavailable between 12:00 am and 5:30 am EST.
278,CitImmCanada,ONLINE SERVICE HELP: Our online services will be unavailable between 12:00am and 5:30 am EST March 22.
279,CitImmCanada,"@RabiKhelif 2/2 Once the fee is paid and assigned to your file, we'll send you instructions on how to give your biometric information."
280,CitImmCanada,"@RabiKhelif 1/2 Hi. Did you send us your biometrics receipt? Once you have paid the biometrics fee, please upload your receipt via your online account. If you can't upload it through your account, you can submit using our web form: https://t.co/3gz9QEjZ9H."
281,CitImmCanada,@DonttPrayForMe 2/2 the information you need to submit before travelling.
282,CitImmCanada,"@DonttPrayForMe 1/2 Hi. As long as you have the documents you need and are exempt from travel restrictions, you may enter Canada: https://t.co/kvST3yNNXo Remember to check ArriveCAN or consult information required when entering Canada by air or land for details on"
283,CitImmCanada,@hadisaifi22 2/2 You must meet program requirements to be eligible to come to Canada.
284,CitImmCanada,@hadisaifi22 1/2 Please check our website for information on Afghan-specific programs. Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL
285,CitImmCanada,@AnnaPolyvyana 2/2 More here: https://t.co/oLZOHlAHY5
286,CitImmCanada,"@AnnaPolyvyana 1/2 Hi. Sorry to hear about your situation. Biometrics will be required for all applicants. Our visa application centres (VACs) in Kyiv and Lviv are closed; however, applicants can continue to access 1 of the 33 visa application centres in other parts of Europe."
287,CitImmCanada,@hazratwaliwafa 3/3 Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL You must meet program requirements to be eligible to come to Canada.
288,CitImmCanada,"@hazratwaliwafa 2/3 accepted applications as quickly as possible. As updates on the special measures program become available, we will share them on our website at https://t.co/gnCU6gFL5O. Please check our website regularly for updates and more information."
289,CitImmCanada,"@hazratwaliwafa 1/3 We know that there are still many Afghans who have not been able to travel to Canada under the special immigration program measures, including some who may have had a relationship with the Government of Canada. Please know that we continue to process..."
290,CitImmCanada,@HajiAhmed55 3/3 Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL You must meet program requirements to be eligible to come to Canada.
291,CitImmCanada,"@HajiAhmed55 2/3 accepted applications as quickly as possible. As updates on the special measures program become available, we will share them on our website at https://t.co/gnCU6gFL5O. Please check our website regularly for updates and more information."
292,CitImmCanada,"@HajiAhmed55 1/3 We know that there are still many Afghans who have not been able to travel to Canada under the special immigration program measures, including some who may have had a relationship with the Government of Canada. Please know that we continue to process..."
293,CitImmCanada,"Don't be a victim of immigration fraud. If it seems too good to be true, it probably is. Learn how to spot scams and protect yourself:  https://t.co/CDBKv1vk09  #FPM2022 https://t.co/UfZvalNKJR"
294,CitImmCanada,@Nazir64913160 2/2 You must meet program requirements to be eligible to come to Canada.
295,CitImmCanada,@Nazir64913160 1/2 Hi. Please check our website for information on Afghan-specific programs. Canada also has other immigration programs. You can find information about permanent immigration to Canada on our website https://t.co/HuG7Y56CSL
296,CitImmCanada,"Canada welcomes French-speaking skilled workers. Want to live and work in French? Choose Canada: https://t.co/dSWIWt8AK7  
#Mon20Mars #ImmFR #CanadaFrancophonie https://t.co/5rhBirIUCR"
297,CitImmCanada,"The first day of spring marks the beginning of #Nowruz, the Persian New Year. As we continue to #WelcomeAfghans across Canada, we encourage Canadians to come together with new neighbours, friends, and family to celebrate this special time of new beginnings. https://t.co/WaJFCZFWmn"
298,CitImmCanada,"#DYK? There are 14 Welcoming Francophone Communities across Canada that go the extra mile to help French-speaking newcomers settle into their new life in Canada. Learn more: https://t.co/qCRXVXvDAJ 
#Mon20Mars #ImmFR #CanadaFrancophonie https://t.co/HPCNovEWcz"
299,CitImmCanada,"#WelcomeAfghans: Today is the International Day of Happiness! Ashlynn Fisher, co-founder of the Welcome to Canada Project, shares happiness by creating over 800 smile boxes for children filled with toys, books, art supplies and more: https://t.co/3Cm9X0Dkfl https://t.co/84ZhBvxKpr"
